category,city,country,created_on,description,email,facebook,fax,houseno,id,lat,lon,name,name_ascii,opening_hours,phone,postcode,promoted_until,src_id,state,street,twitter,updated_on,website
grocery,Alhama de Murcia,ES,1400667245.000000,,babelfit@gmail.com,,,5,4012.000000,37.854717,-1.430236,Rocosos - Suplementos nutricionales,,,+34 667 46 19 86,,,osm_node_2872400234,,Carmen Tagle,,1433784373.000000,http://rocosos.com/es/
default,Carcea,RO,1400676515.000000,,,,,3,4013.000000,44.300583,23.903443,THC Servers - THC Projects SRL,,,,207206,,osm_node_2872679891,,Strada Complexului,,1433784374.000000,http://www.thcservers.com
shopping,Albany,US,1400805714.000000,,,,,54,4021.000000,42.652135,-73.750680,The Enchanted Florist,,Mo-Fr 09:00-18:00; Sa 10:00-14:00,(518) 813-4990,12207,,osm_node_2875328819,New York,Columbia Street,,1433784377.000000,http://www.enchantedfloristalbany.com
default,Bratislava,SK,1414959997.000000,,,,,2150/15,4016.000000,48.192287,17.032079,Cryptodiggers ESHOP,,,,,,osm_node_2873957753,,Gallayova,,1433784375.000000,https://www.cryptodiggers.eu/eshop
food,Florianópolis,BR,1400907357.000000,,,,,,4002.000000,-27.389487,-48.421441,Restaurante LuL@,,Temporada  de verão,,88056000,,osm_node_2868875192,,Estrada Jornalista Jaime de Arruda Ramos,,1433784368.000000,
default,Singapore,SG,1400735346.000000,,,,,10,4017.000000,1.279291,103.853497,BullionStar Pte Ltd,,,+65 6284 4653,018983,,osm_node_2873957822,,Marina Boulevard,,1433784375.000000,https://www.bullionstar.com/
default,Sydney,AU,1400942447.000000,,info@coinsect.com,,,171,4035.000000,-33.881085,151.188275,Coinsect,,,,NSW 2037,,osm_node_2877971185,New South Wales,Glebe Point Road,,1433784391.000000,https://www.coinsect.com
default,Layton,US,1400815272.000000,,,,,1645,4022.000000,41.102304,-111.935045,Guru Technologies,,,,84040,,osm_node_2875574408,Utah,East Hwy 193,,1433784378.000000,http://www.gurutechnologies.net
attraction,Tijuana,MX,1400786258.000000,,,,,2011,4020.000000,32.528026,-116.977383,Estudio 664,,,+664 607 5394,22310,,osm_node_2874924629,,Avenida Universidad,,1433784376.000000,
default,Huntington Beach,US,1401361045.000000,,,,,17621,4023.000000,33.706594,-117.997258,Rhino Custom Detailing,,,,92647,,osm_node_2875617943,California,Sampson Lane,,1433784378.000000,
default,"Hazlet, NJ",US,1400859682.000000,,info@bitkee.com,,,39,4027.000000,40.436506,-74.189498,Bitkee,,,732-737-7085,07730,,osm_node_2876310736,New Jersey,Evergreen Street,,1433784381.000000,http://www.bitkee.com
default,"Hazlet, NJ",US,1400861163.000000,,support@waterjetnj.com,,,39,4028.000000,40.436692,-74.189825,WaterJetNJ,,,732-739-9622,07730,,osm_node_2876332232,New Jersey,Evergreen Street,,1433784383.000000,http://www.waterjetnj.com
food,Paris,FR,1400835834.000000,,,,,35,4024.000000,48.843460,2.402238,Le Picotin,,"Mo-Sa 12:00-14:30,19:30-22:30",+33 1 46 28 99 00,75012,,osm_node_2875830304,,Rue Sibuet,,1433784379.000000,http://restaurant-picotin.fr/
sports,Dumbarton,GB,1400836123.000000,,,,,45-50,4025.000000,55.938364,-4.554700,Unit 23 Skatepark,,,01389 768333,G82 1JD,,osm_node_2875838919,,Castlegreen Street,,1433784379.000000,http://www.unit23skatepark.co.uk
default,Bangkok,TH,1400844825.000000,,,,,135/8,4026.000000,13.721637,100.533612,Baan Tewa Massage,,,+66 2 679 0816,10120,,osm_node_2876050501,,Sathon Soi 7,,1433784380.000000,http://www.baantewa.com
default,Tipton,US,1404158840.000000,,,,,116,4030.000000,40.282394,-86.040621,Everything Wireless,,10am-7pm Mon-Sat,765-431-2862,46072,,osm_node_2876427719,Indiana,East Jefferson Street,,1433784385.000000,https://www.facebook.com/repaireverythingwireless
default,,US,1400894514.000000,,,,,,4032.000000,36.434379,-77.629743,DM_General LLC,,,,,,osm_node_2876997189,North Carolina,,,1433784388.000000,
default,,NL,1400863912.000000,,,,,,4029.000000,50.825502,5.722852,Custom made Ukrainian Dutch Design.,,,,,,osm_node_2876418737,,,,1433784384.000000,http://laylaelfeiaz.com/
default,,AR,1400898640.000000,,luisdanielcortes87@gmail.com,,,,4031.000000,-34.640448,-58.601545,Clases particulares Física y Matemática - Luis,,,,,,osm_node_2876865379,,,,1433784386.000000,
default,"Hazlet, NJ",US,1400945130.000000,,support@laserengravenj.com,,,39,4038.000000,40.436594,-74.189891,LaserEngraveNJ,,,732-739-9622,07730,,osm_node_2878158774,New Jersey,Evergreen Street,,1433784394.000000,http://www.laserengravenj.com
default,,BR,1400906604.000000,,,,,,4033.000000,-16.744464,-49.275001,Dimetal Maquinas,,,+55 62 3242 1021,,,osm_node_2877161341,,Rua Mossoró,,1433784389.000000,http://www.dimetalmc.blogspot.com.br/
default,Oberriet,CH,1404159478.000000,,,,,16a,4034.000000,47.321318,9.563334,3Media Schweiz,,,,9463,,osm_node_2877266917,,Kellenstrasse,,1433784390.000000,http://3media.ch/
default,Darlinghurst,AU,1401127749.000000,,,,,60,4036.000000,-33.876517,151.214116,QuayPay,,,0405 833 505,2010,,osm_node_2878033639,New South Wales,Yurong Street,,1433784392.000000,http://quaypay.com/
default,Windsor,CA,1400629321.000000,,,,,551,4006.000000,42.320950,-83.019460,Bitworks Canada,,,,,,osm_node_2871576221,Ontario,Hall Avenue,,1433784371.000000,
lodging,Ciudad Autónoma de Buenos Aires,AR,1400964445.000000,,,,,5185,4039.000000,-34.583108,-58.429004,Che Lulu Guest House,,,,,,osm_node_2878803501,,Emilio Zola,,1433784395.000000,http://chelulu.com/
default,Armaçao dos Buzios,BR,1401036989.000000,,sanpedrito@gmail.com,,,1,4040.000000,-22.767065,-41.938767,Bitcoin Trading,,,+55 22 998968129,28950-000,,osm_node_2878841597,,Rua Vila Luisa,,1433784395.000000,
default,München,DE,1401467302.000000,,,,,27,4084.000000,48.136285,11.561156,"Hibbelig, poets society",,,,80336,,osm_node_2889428971,,Landwehrstraße,,1433784414.000000,http://hibbelig.blogger.de
default,Launceston,AU,1400558965.000000,,,,,97,4003.000000,-41.437104,147.139431,Get Paid In Bitcoin,,,,TAS 7250,,osm_node_2869656333,Tasmania,Brisbane Street,,1433784369.000000,http://www.getpaidinbitcoin.com.au
atm,Zürich,CH,1401266688.000000,,,,,7,4061.000000,47.370956,8.542810,Cafe Schoffel Bitcoin ATM - Bitcoin Suisse AG,Cafe Schoffel Bitcoin ATM - Bitcoin Suisse AG,Mo-Fr 09:00-19:00,+41 79 196 08 82,8001,,osm_node_2884944001,,Schoffelgasse,,1433784404.000000,https://bitcoinsuisse.ch/
default,"Montreal, QC",CA,1400991199.000000,,,,,1250,4043.000000,45.497107,-73.570370,BitHost,,,,H3B 1R2,,osm_node_2879194870,,Boulevard René-Lévesque Ouest,,1433784397.000000,http://bithost.ca/
default,Sag Harbor,US,1401121160.000000,,,,,20,4050.000000,41.001566,-72.295737,Hampton Culinary,,,6313868334,11963,,osm_node_2881971442,New York,Main Street,,1433784400.000000,
default,Zwolle,NL,1408275073.000000,,,,,67,4045.000000,52.533766,6.049151,Radioloog Online,,,,8043RK,,osm_node_2879982959,,Buckhorstlaan,,1433784398.000000,http://radioloogonline.nl
default,Barcelona,ES,1401029741.000000,,,,,"39, Bajos 2ª",4046.000000,41.458271,2.178042,Nicstudios - Seguridad informática,,,34687060695,08182,,osm_node_2880028235,,Sant Joan 39,,1433784398.000000,http://nicstudios.biz/shop/index.php
shopping,,AR,1401040392.000000,,,,,,4047.000000,-34.643677,-58.591600,Servicio Técnico Computación - Reyco,,,11-6626-0952,,,osm_node_2880305130,,,,1433784398.000000,
default,,CA,1401209678.000000,,,,,,4058.000000,49.880568,-119.464118,Pawsitive Vet,,"M, T, T, F 9:00 to 5:00PM Wed 12:00 to 6:00PM",250-862-2727,,,osm_node_2883735923,British Columbia,,,1433784403.000000,
default,인천시,KR,1401088026.000000,,,,,260-10,4049.000000,37.490465,126.679684,herbalife club,,,+8210-2747-1625,,,osm_node_2881151248,,서구 가좌3동,,1433784399.000000,
shopping,Kansas City,US,1401253440.000000,,,,,7812,4060.000000,38.987137,-94.606252,Thompson Photography,,,,64114,,osm_node_2884717568,Missouri,Terrace Street,,1433784404.000000,
shopping,,AU,1407552553.000000,,,,,148,4059.000000,-37.767489,144.986386,Urban Velocity,,"9am-6pm Mon-Fri, 10am-5pm Sat",+61 3 9481 3213,,,osm_node_2884572580,Victoria,Arthurton Road,,1433784403.000000,http://www.urbanvelocity.com.au/
food,Arnhem,NL,1401143348.000000,,,,,7,4052.000000,51.981243,5.903793,Kohinoor of India,,,,6811JX,,osm_node_2882703709,,Oude Oeverstraat,,1433784401.000000,
nightlife,Botrivier,ZA,1401149623.000000,,analize@honingklip.co.za,,,7185,4053.000000,-34.284854,19.148717,Honingklip Brewery,,Tuesday - Sunday 10h00 - 18h00,082 735 9868,,,osm_node_2882781226,,Botriver Rd,,1433784401.000000,http://www.honingklip.co.za/
food,Taguig,PH,1401169002.000000,,,,,1632,4054.000000,14.538330,121.055779,Wingman - Acacia Estates,,,4637670,,,osm_node_2882884613,,Acacia Drive,,1433784402.000000,https://www.facebook.com/wingmangrill
shopping,,MX,1401170911.000000,,info@fixiebike.es,,,,4055.000000,19.415815,-99.178591,Fixie Bike,,,+52 55 3082 0422,,,osm_node_2882910520,,,,1433784402.000000,http://www.fixiebike.es/
shopping,Ljubljana,SI,1401209014.000000,,,,,13,4056.000000,46.050453,14.508262,IKA Souvenir Shop,,,,1000,,osm_node_2883714685,,Ciril-Metodov trg,,1433784402.000000,http://pikanai.si
shopping,Škofja Loka,SI,1401209657.000000,,,,,13,4057.000000,46.165105,14.306801,IKA Souvenir Shop,,,,4220,,osm_node_2883731796,,Mestni trg,,1433784403.000000,http://pikanai.si
default,,CA,1406228043.000000,,,,,,4073.000000,43.520582,-80.211566,Global Currency Services Inc,,,,,,osm_node_2888127705,Ontario,,,1433784410.000000,http://global-currency.on.ca/
atm,"Regina, SK",CA,1409609056.000000,,,,,1101,4048.000000,50.415386,-104.596114,QuickBit Vending Systems Inc.,,,,S4S 5W4,,osm_node_2880943230,Saskatchewan,Kramer Boulevard,,1433784399.000000,http://www.reginabitcoin.ca
default,New York,US,1401294982.000000,,info@mclaughlinstern.com,,,260,4063.000000,40.750739,-73.981023,"McLaughlin & Stern LLP - New York, NY",,,(212) 448-1100,10016,,osm_node_2885548500,New York,Madison Avenue,,1433784405.000000,http://www.mclaughlinstern.com/
default,West Palm Beach,US,1401295762.000000,,info@mclaughlinstern.com,,,525,4064.000000,26.705402,-80.056355,McLaughlin & Stern LLP,,,(561) 659-4020,33401,,osm_node_2885569252,Florida,Okeechobee Blvd,,1433784405.000000,http://www.mclaughlinstern.com/
default,Great Neck Estates,US,1401296252.000000,,info@mclaughlinstern.com,,,"175, Suite 205",4065.000000,40.783055,-73.731445,"McLaughlin & Stern LLP - Great Neck, NY",,,,11021,,osm_node_2885575907,New York,Great Neck Road,,1433784406.000000,http://www.mclaughlinstern.com/
default,Ft Lauderdale,US,1401296801.000000,,info@mclaughlinstern.com,,,"6400, Suite 505",4066.000000,26.205976,-80.146012,"McLaughlin & Stern LLP - Ft Lauderdale, FL",,,,33309,,osm_node_2885578948,Florida,North Andrews Avenue,,1433784406.000000,http://www.mclaughlinstern.com/
default,Millbrook,US,1401297372.000000,,info@mclaughlinstern.com,,,P.O. Box 1369,4067.000000,41.785089,-73.693604,"McLaughlin & Stern LLP - Millbrook, NY",,,(845) 677-5700,12545,,osm_node_2885594595,New York,Franklin Avenue,,1433784407.000000,
default,El Paso,US,1401304013.000000,,,,,930,4068.000000,31.858950,-106.541825,Emmanuel Ministries,,,,79912,,osm_node_2885804652,Texas,Agua Caliente Drive,,1433784407.000000,
cafe,,US,1401311531.000000,,debra@lovemymug.com,,,25469,4069.000000,46.520282,-94.289376,Adirondack Coffee,,,+1 218-967-0111,56468,,osm_node_2886086830,Minnesota,Main Street,,1433784408.000000,http://www.lovemymug.com
shopping,Hastings on Hudson,US,1401409457.000000,,,,,477,4074.000000,40.992547,-73.883254,Straub Auto Repairs,,,+1-914-478-1177,10706,,osm_node_2888295077,New York,Warburton Avenue,,1433784410.000000,
lodging,Vang Vieng,LA,1401336181.000000,,,,,123,4070.000000,18.923046,102.449010,Pan's Place,,,+856 23 511484,00000,,osm_node_2886422455,,Main Street,,1433784408.000000,
default,,GB,1401388404.000000,,,,,,4071.000000,54.366948,-2.916101,Hubble Bubble Organics,,,,,,osm_node_2887765398,,,,1433784409.000000,http://www.hubblebubbleorganics.co.uk/
default,Wien,AT,1404158841.000000,,,,,19/4,4072.000000,48.177110,16.330184,Shiatsu Praxis befreiend.at,,,,1120,,osm_node_2888042034,,Zeleborgasse,,1433784410.000000,
food,Denver,US,1400998787.000000,,,,,1433,4044.000000,39.751479,-104.997707,Southern Hospitality,,,3032985398,80202,,osm_node_2879250804,Colorado,17th Street,,1433784397.000000,http://www.shdenver.com
shopping,Oakland,US,1401409836.000000,,support@wolfreignmotors.com,,,4721,4076.000000,37.761863,-122.221639,Wolfreign Motors,,,+1 510 5322536,94601,,osm_node_2888307822,California,Tidewater Avenue,,1433784411.000000,http://www.wolfreignmotors.com/
default,São Paulo,BR,1401409305.000000,,,,,"152, 4º andar",4075.000000,-23.591985,-46.684545,HMO Advogados - eAdvisor,,,,04552-020,,osm_node_2888303056,,Rua Ramos Batista,,1433784411.000000,http://www.hmolaw.com.br
default,Camas,US,1401413529.000000,,info@focusdesigns.com,,,1325,4077.000000,45.588036,-122.393159,Focus Designs Inc.,,,360-329-2537,98607,,osm_node_2888327043,Washington,East 1st Avenue,,1433784412.000000,http://focusdesigns.com/
default,New York,US,1401415112.000000,,,,,14,4078.000000,40.707407,-74.010884,Robert J. Feldman attorney-at-law,,,917-657-5177,10005,,osm_node_2888329151,New York,Wall Street,,1433784412.000000,http://fireislandlaw.com/
food,San Diego,US,1401414244.000000,,,,,1620,4079.000000,32.703890,-117.149439,Sushi On A Roll,,,619-702-1468,92113,,osm_node_2888333678,California,National Avenue,,1433784412.000000,http://sushionarollsd.com
default,,US,1401414653.000000,,info@Pashalaw.com,,,750,4080.000000,32.717973,-117.157884,Pasha Law,,,800-991-6504,92101,,osm_node_2888334479,California,B Street,,1433784413.000000,http://www.pashalaw.com/
default,,AU,1401127193.000000,,,,,,4051.000000,-33.881209,151.199371,Bit:Innovate,,,,,,osm_node_2882161963,New South Wales,,,1433784400.000000,http://www.bitinnovate.com/
food,,,1471057484.000000,,mykah.kismetbali@gmail.com,,,,8422.000000,-8.511835,115.263909,Kismet Restaurant,Kismet Restaurant,,,,,,,,,1471057484.000000,
default,,US,1402261803.000000,,,,,,4093.000000,29.485172,-95.127997,T-Shirt Quilts and Such,,,,,,osm_node_2892883237,Texas,,,1433784417.000000,http://www.quiltsandsuch.net/
default,,GB,1401535210.000000,,,,,,4090.000000,54.935733,-2.962801,Cumbria Cabs,,,,,,osm_node_2891277733,,,,1433784416.000000,http://www.cumbriacabs.co.uk/
shopping,Tartu,EE,1401783354.000000,,,,,27,4091.000000,58.356065,26.713542,Autogaasiseadmed OÜ,,,+372 56 904 712,50110,,osm_node_2892029938,,Aardla,,1433784417.000000,http://www.autogaasiseadmed.ee
default,Panama,PA,1401592840.000000,,,,,,4092.000000,8.985633,-79.520537,Spectra Corporation,,,,,,osm_node_2892681001,,Calle 55 Este,,1433784417.000000,https://tghabogados.com/
grocery,New York,US,1401641825.000000,,,,,325,4098.000000,40.747406,-73.985097,Gotham Cookies,,,1-310-922-8060,10016,,osm_node_2893904480,New York,5th Avenue,,1433784419.000000,http://www.gothamcookies.com/
cafe,,AU,1402261803.000000,,,,,F039,4102.000000,-37.887159,145.082163,Mr Pilgrim,,,,3145,,osm_node_2894898244,Victoria,1341 Dandenong Road,,1433784421.000000,
default,Wanzleben Börde,DE,1401654222.000000,,,,,11,4099.000000,52.117683,11.434545,Imkerei Fam. Roeber,,,+49 39204 909800,39164,,osm_node_2894338233,,Wellner Straße,,1433784420.000000,http://bee.port-x.de
default,,AR,1401662836.000000,,,,,1150,4100.000000,-34.658659,-58.352640,MiscelaneaTotal – Encuedernaciones y objetos para regalar,,lunes a viernes de 9 a 14,0541142229457,,,osm_node_2894522445,,Estanislao del Campo,,1433784420.000000,
default,Férez,ES,1401686779.000000,,,,,,4101.000000,38.349240,-2.000872,Cortijo Los Pradillos – Alojamiento en casa rural,,,34626995249,,,osm_node_2894833600,,,,1433784420.000000,http://www.lospradillos.es/
atm,Sydney,AU,1401714573.000000,,,,,,4103.000000,-33.869505,151.208258,"ATM at Westfield, Sydney",,,,2000,,osm_node_2895257558,New South Wales,Pitt Street,,1433784421.000000,http://www.australianbitcoinatms.net/
grocery,Berwick,AU,1401971566.000000,,,OhMyFudgeAU,,,4120.000000,-38.040931,145.364137,Oh My Fudge - Berwick Market,,Su 08:00-13:30,,3806,,osm_node_2900984462,Victoria,Princes Highway,OhMyFudgeAU,1433784427.000000,https://www.facebook.com/OhMyFudgeAU
default,,US,1401771143.000000,,,,,,4107.000000,42.929755,-78.783525,"Atwal Eye Care, LASIK & Laser Cataract Surgery",,,+1 716 892 2020,,,osm_node_2896515602,New York,,,1433784422.000000,http://www.atwaleye.com
default,Rosenheim,DE,1401735205.000000,,info@zmartpart.com,,,19,4106.000000,47.847474,12.118619,ZmartPart GmbH,,,+49 8031 2908400,83026,,osm_node_2895938090,,Klepperstraße,,1433784422.000000,http://www.zmartpart.com/
default,Orem,US,1401874955.000000,,sales@missionbelt.com,,,768,4112.000000,40.310803,-111.723574,Mission Belt,,,(949) 891-BELT (2358),84057,,osm_node_2898855373,Utah,North 1200 West,,1433784424.000000,http://missionbelt.com/
shopping,Lovere,IT,1404740131.000000,,,,,21,4108.000000,45.816210,10.074013,Ceramiche Artigianali Rota Michele,,"Tu-Sa 09:00-12:00,15:30-19:30",+39 035 962193,24065,,osm_node_2897005252,,Vicolo delle Rose,,1433784423.000000,http://ceramicherota.com/
default,,GB,1401802435.000000,,,,,175,4109.000000,54.578193,-5.934115,SmyfDesign,,,,BT9 5AJ,,osm_node_2897149133,,Stranmillis Road,,1433784423.000000,http://SmyfDesign.com/
default,cordoba,AR,1401849426.000000,,,,,576,4110.000000,-31.421952,-64.189747,Incutex,,,,5000,,osm_node_2898398103,,Avenida Vélez Sarsfield,,1433784423.000000,
default,Cartagena,CO,1401865095.000000,,,,,3-31,4111.000000,10.444947,-75.517791,Locutorio Red Colombia Crespo,,,5756561504,,,osm_node_2898586467,,Calle 70,,1433784424.000000,
default,,US,1404158840.000000,,,,,,4115.000000,33.213556,-97.751298,Little Toe Coffee Roastery,,,,,,osm_node_2900041257,Texas,,,1433784425.000000,http://www.littletoecoffee.com/
default,,IN,1405604889.000000,,,,,,4113.000000,19.225902,72.967091,safecomputing.in,,,,,,osm_node_2898922232,,,,1433784424.000000,http://www.safecomputing.in
atm,Praha 5,CZ,1401888727.000000,,,,,323/11,4114.000000,50.076872,14.405200,"wBTCb.cz, s.r.o.",,Mo-Fr 10:00-19:00,,150 00,,osm_node_2899119875,,Arbesovo náměstí,,1433784425.000000,
default,Woodland Hills,US,1401935782.000000,,,,,23111,4116.000000,34.163767,-118.629269,Timothy H. Jordan DMD,,8am-5pm Monday-Thursday,818-225-7768,91364,,osm_node_2900158051,California,Ventura Boulevard,,1433784425.000000,http://cosmeticdentistrywoodlandhills.com/
transport,Middletown,US,1401941992.000000,,,,,427,4117.000000,41.544685,-72.651932,Mobil gas station,,,(860) 854-6501,06457,,osm_node_2900201802,Connecticut,South Main Street,,1433784426.000000,
default,Portland,US,1402261803.000000,,,,,1000,4122.000000,45.516941,-122.680575,Smart Legal,,,,97205,,osm_node_2901496999,Oregon,Southwest Broadway,,1433784428.000000,
attraction,"Aguadulce, Almería",ES,1401957568.000000,,granaula@gmail.com,,,292,4118.000000,36.811880,-2.580682,granAula centro de formación,,,+34 950 34 00 09,04720,,osm_node_2900414981,,"Avenida de Carlos III,",,1433784426.000000,http://www.granAula.com
default,London,GB,1401967245.000000,,,,,47b,4119.000000,51.598677,-0.116198,Network Fish,,,0207 403 4031,N22 7EY,,osm_node_2900792116,,Park Avenue,,1433784426.000000,
grocery,Upper Ferntree Gully,AU,1401971566.000000,,,OhMyFudgeAU,,,4121.000000,-37.893161,145.309582,Oh My Fudge - FTG Market,,Sa 09:00-15:00,,3156,,osm_node_2900984463,Victoria,Burwood Highway,OhMyFudgeAU,1433784427.000000,https://www.facebook.com/OhMyFudgeAU
